rank         lambda         numIter         numPartitions         train_RMSE         val_RMSE         duration
 5           0.400            20                 4                 0.99201           1.08556            11
 5           0.400            20                 5                 0.99159           1.08745            10
 5           0.400            20                 7                 0.99223           1.08551            10
 5           0.400            20                 9                 0.99192           1.08700            10
 5           0.800            10                 2                 1.23698           1.29287            12
 5           0.800            10                 3                 1.23603           1.29130            11
 5           0.800            10                 4                 1.23336           1.28733             9
 5           0.800            10                 5                 1.24136           1.30118             9
 5           0.800            10                 7                 1.23488           1.28996             9
 5           0.800            10                 9                 1.23808           1.29467             9
 5           0.800            15                 2                 1.23074           1.28194            13
 5           0.800            15                 3                 1.23341           1.28656            11
 5           0.800            15                 4                 1.23870           1.29617            10
 5           0.800            15                 5                 1.23127           1.28274            10
 5           0.800            15                 7                 1.23337           1.28628             9
 5           0.800            15                 9                 1.23157           1.28358             9
 5           0.800            20                 2                 1.23008           1.28023            13
 5           0.800            20                 3                 1.22993           1.27989            11
 5           0.800            20                 4                 1.23073           1.28170            11
 5           0.800            20                 5                 1.23178           1.28374            10
 5           0.800            20                 7                 1.23019           1.28043            10
 5           0.800            20                 9                 1.23050           1.28104            10
 6           0.010            10                 2                 0.64296           1.50323            12
 6           0.010            10                 3                 0.64111           1.49493            10
 6           0.010            10                 4                 0.63959           1.48601            10
 6           0.010            10                 5                 0.64060           1.48393             9
 6           0.010            10                 7                 0.63648           1.47335             9
 6           0.010            10                 9                 0.64177           1.48327             9
 6           0.010            15                 2                 0.61509           1.49825            13
 6           0.010            15                 3                 0.62820           1.54886            11
 6           0.010            15                 4                 0.62036           1.52683            10
 6           0.010            15                 5                 0.62198           1.52744            10
 6           0.010            15                 7                 0.61705           1.50605            10
 6           0.010            15                 9                 0.62543           1.54238            10
 6           0.010            20                 2                 0.61626           1.55771            13
 6           0.010            20                 3                 0.61054           1.53361            12
 6           0.010            20                 4                 0.61353           1.55816            11
 6           0.010            20                 5                 0.61268           1.54755            10
 6           0.010            20                 7                 0.61868           1.60142            10
 6           0.010            20                 9                 0.61970           1.58801            10
 6           0.020            10                 2                 0.64183           1.38833            12
 6           0.020            10                 3                 0.63851           1.37871            10
 6           0.020            10                 4                 0.64257           1.39733            10
 6           0.020            10                 5                 0.64482           1.40147             9
 6           0.020            10                 7                 0.64579           1.40723             9
 6           0.020            10                 9                 0.64296           1.39627             9
 6           0.020            15                 2                 0.63296           1.44401            13
 6           0.020            15                 3                 0.62418           1.40164            11
 6           0.020            15                 4                 0.62363           1.40280            10
 6           0.020            15                 5                 0.62555           1.41609            10
 6           0.020            15                 7                 0.62711           1.40946            10
 6           0.020            15                 9                 0.62773           1.41671            10
 6           0.020            20                 2                 0.61705           1.40859            13
 6           0.020            20                 3                 0.61542           1.41311            12
 6           0.020            20                 4                 0.61515           1.40535            11
 6           0.020            20                 5                 0.61981           1.42893            11
 6           0.020            20                 7                 0.61311           1.39488            10
 6           0.020            20                 9                 0.61463           1.40375            10
 6           0.040            10                 2                 0.65556           1.30135            12
 6           0.040            10                 3                 0.64750           1.27344            10
 6           0.040            10                 4                 0.65472           1.28776             9
 6           0.040            10                 5                 0.65529           1.29074             9
 6           0.040            10                 7                 0.64916           1.28106             9
 6           0.040            10                 9                 0.64717           1.27071             9
 6           0.040            15                 2                 0.63800           1.29093            13
 6           0.040            15                 3                 0.63458           1.28630            11
 6           0.040            15                 4                 0.63729           1.29258            10
 6           0.040            15                 5                 0.63866           1.29660            10
 6           0.040            15                 7                 0.63842           1.28604            10
 6           0.040            15                 9                 0.63534           1.28642            10
 6           0.040            20                 2                 0.62630           1.27696            13
 6           0.040            20                 3                 0.62649           1.27811            12
 6           0.040            20                 4                 0.62805           1.28490            11
 6           0.040            20                 5                 0.62890           1.28785            11
 6           0.040            20                 7                 0.63017           1.28639            10
 6           0.040            20                 9                 0.62738           1.28541            11
 6           0.080            10                 2                 0.67969           1.17731            12
 6           0.080            10                 3                 0.68317           1.18928            10
 6           0.080            10                 4                 0.68272           1.18208            10
 6           0.080            10                 5                 0.68296           1.18380             9
 6           0.080            10                 7                 0.68849           1.19797             9
 6           0.080            10                 9                 0.68227           1.18580             9
 6           0.080            15                 2                 0.66572           1.16941            13
 6           0.080            15                 3                 0.66553           1.17025            11
 6           0.080            15                 4                 0.66629           1.17303            10
 6           0.080            15                 5                 0.66534           1.17505            10
 6           0.080            15                 7                 0.67080           1.17735            10
 6           0.080            15                 9                 0.66567           1.16941            10
 6           0.080            20                 2                 0.65954           1.17065            13
 6           0.080            20                 3                 0.66066           1.16991            12
 6           0.080            20                 4                 0.66424           1.18130            11
 6           0.080            20                 5                 0.66093           1.17110            10
 6           0.080            20                 7                 0.66201           1.17274            10
 6           0.080            20                 9                 0.65912           1.16658            10
 6           0.100            10                 2                 0.69818           1.14857            12
 6           0.100            10                 3                 0.70210           1.15361            10
 6           0.100            10                 4                 0.69622           1.13974            10
 6           0.100            10                 5                 0.69770           1.14562             9
 6           0.100            10                 7                 0.69865           1.15266             9
 6           0.100            10                 9                 0.69436           1.14139             9
 6           0.100            15                 2                 0.68875           1.14753            13
 6           0.100            15                 3                 0.68746           1.15036            11
 6           0.100            15                 4                 0.68664           1.14388            10
 6           0.100            15                 5                 0.68628           1.14356            10
 6           0.100            15                 7                 0.68762           1.14455            10
 6           0.100            15                 9                 0.68698           1.14221            10
 6           0.100            20                 2                 0.68322           1.14795            13
 6           0.100            20                 3                 0.68382           1.15030            12
 6           0.100            20                 4                 0.67947           1.13948            11
 6           0.100            20                 5                 0.68171           1.14537            10
 6           0.100            20                 7                 0.68172           1.14126            10
 6           0.100            20                 9                 0.68273           1.14408            10
 6           0.200            10                 2                 0.80403           1.08257            12
 6           0.200            10                 3                 0.80174           1.07590            10
 6           0.200            10                 4                 0.80472           1.08184             9
 6           0.200            10                 5                 0.80246           1.07747             9
 6           0.200            10                 7                 0.80116           1.07277             9
 6           0.200            10                 9                 0.80390           1.08162             9
 6           0.200            15                 2                 0.79579           1.07519            13
 6           0.200            15                 3                 0.79602           1.07403            11
 6           0.200            15                 4                 0.79678           1.08037            10
 6           0.200            15                 5                 0.79839           1.08457            10
 6           0.200            15                 7                 0.79485           1.07465            10
 6           0.200            15                 9                 0.79397           1.07265            10
 6           0.200            20                 2                 0.79147           1.07102            13
 6           0.200            20                 3                 0.79204           1.07442            12
 6           0.200            20                 4                 0.79183           1.07379            11
 6           0.200            20                 5                 0.79270           1.07461            10
 6           0.200            20                 7                 0.79058           1.07226            10
 6           0.200            20                 9                 0.79182           1.07215            10
 6           0.400            10                 2                 0.99274           1.08933            12
 6           0.400            10                 3                 0.99349           1.10115            10
 6           0.400            10                 4                 0.99334           1.09879             9
 6           0.400            10                 5                 0.99266           1.09568             9
 6           0.400            10                 7                 0.99238           1.09241             9
 6           0.400            10                 9                 0.99349           1.08959             9
 6           0.400            15                 2                 0.99141           1.08769            13
 6           0.400            15                 3                 0.99140           1.08737            11
 6           0.400            15                 4                 0.99089           1.08886            10
 6           0.400            15                 5                 0.99111           1.08962            10
 6           0.400            15                 7                 0.99144           1.08703            10
 6           0.400            15                 9                 0.99160           1.08632             9
 6           0.400            20                 2                 0.99049           1.08707            13
 6           0.400            20                 3                 0.99034           1.08826            12
 6           0.400            20                 4                 0.99102           1.08595            11
 6           0.400            20                 5                 0.99079           1.08634            11
 6           0.400            20                 7                 0.99022           1.08996            10
 6           0.400            20                 9                 0.99053           1.08643            10
 6           0.800            10                 2                 1.23315           1.28647            12
 6           0.800            10                 3                 1.24009           1.29909            10
 6           0.800            10                 4                 1.23678           1.29271            10
 6           0.800            10                 5                 1.24257           1.30138             9
 6           0.800            10                 7                 1.23248           1.28550             9
 6           0.800            10                 9                 1.23326           1.28687             9
 6           0.800            15                 2                 1.23267           1.28508            13
 6           0.800            15                 3                 1.23238           1.28500            11
 6           0.800            15                 4                 1.23079           1.28207            10
 6           0.800            15                 5                 1.23103           1.28228            10
 6           0.800            15                 7                 1.23118           1.28255            10
 6           0.800            15                 9                 1.23121           1.28266            10
 6           0.800            20                 2                 1.23024           1.28062            14
 6           0.800            20                 3                 1.22988           1.27988            12
 6           0.800            20                 4                 1.23053           1.28113            11
 6           0.800            20                 5                 1.23072           1.28146            10
 6           0.800            20                 7                 1.22982           1.28008            10
 6           0.800            20                 9                 1.23096           1.28195            10
 7           0.010            10                 2                 0.59305           1.52975            12
 7           0.010            10                 3                 0.60040           1.56290            11
 7           0.010            10                 4                 0.59484           1.52762            10
 7           0.010            10                 5                 0.59155           1.52128             9
 7           0.010            10                 7                 0.59658           1.53089             9
 7           0.010            10                 9                 0.59086           1.50674             9
 7           0.010            15                 2                 0.57756           1.58416            13
 7           0.010            15                 3                 0.57186           1.56043            11
 7           0.010            15                 4                 0.57926           1.58829            10
 7           0.010            15                 5                 0.57544           1.56804            10
 7           0.010            15                 7                 0.57079           1.55190            10
 7           0.010            15                 9                 0.57225           1.56303            10
 7           0.010            20                 2                 0.56226           1.58860            13
 7           0.010            20                 3                 0.56555           1.59754            12
 7           0.010            20                 4                 0.56375           1.58277            11
 7           0.010            20                 5                 0.56717           1.59030            10
 7           0.010            20                 7                 0.56283           1.57830            11
 7           0.010            20                 9                 0.56885           1.60679            10
 7           0.020            10                 2                 0.60201           1.43794            12
 7           0.020            10                 3                 0.59670           1.41190            11
 7           0.020            10                 4                 0.59953           1.42753             9
 7           0.020            10                 5                 0.59663           1.42512             9
 7           0.020            10                 7                 0.59387           1.40576             9
 7           0.020            10                 9                 0.59450           1.41283             9
 7           0.020            15                 2                 0.57988           1.44147            13
 7           0.020            15                 3                 0.57397           1.41669            11
 7           0.020            15                 4                 0.57576           1.42240            10
 7           0.020            15                 5                 0.57854           1.43683            10
 7           0.020            15                 7                 0.57922           1.44276            10
 7           0.020            15                 9                 0.57893           1.43564            10
 7           0.020            20                 2                 0.56711           1.42629            13
 7           0.020            20                 3                 0.57180           1.45020            12
 7           0.020            20                 4                 0.56745           1.42887            11
 7           0.020            20                 5                 0.56898           1.43667            11
 7           0.020            20                 7                 0.57270           1.45589            10
 7           0.020            20                 9                 0.56859           1.43871            10
 7           0.040            10                 2                 0.60769           1.29698            12
 7           0.040            10                 3                 0.60601           1.30151            10
 7           0.040            10                 4                 0.61568           1.33138            10
 7           0.040            10                 5                 0.61079           1.31440             9
 7           0.040            10                 7                 0.60813           1.29637             9
 7           0.040            10                 9                 0.60546           1.29044             9
 7           0.040            15                 2                 0.59238           1.30921            13
 7           0.040            15                 3                 0.59484           1.30589            11
 7           0.040            15                 4                 0.59175           1.29651            10
 7           0.040            15                 5                 0.59058           1.29580            10
 7           0.040            15                 7                 0.59205           1.29955            10
 7           0.040            15                 9                 0.59149           1.29928            10
 7           0.040            20                 2                 0.58266           1.28787            13
 7           0.040            20                 3                 0.58478           1.29792            12
 7           0.040            20                 4                 0.58646           1.30703            11
 7           0.040            20                 5                 0.58360           1.30255            11
 7           0.040            20                 7                 0.58450           1.29468            10
 7           0.040            20                 9                 0.58673           1.31022            11
 7           0.080            10                 2                 0.64569           1.19089            12
 7           0.080            10                 3                 0.64547           1.19431            10
 7           0.080            10                 4                 0.64540           1.18860            10
 7           0.080            10                 5                 0.64422           1.18459             9
 7           0.080            10                 7                 0.65237           1.20996             9
 7           0.080            10                 9                 0.64585           1.19147             9
 7           0.080            15                 2                 0.63384           1.18816            13
 7           0.080            15                 3                 0.63132           1.17933            11
 7           0.080            15                 4                 0.62863           1.17618            10
 7           0.080            15                 5                 0.63507           1.19139            10
 7           0.080            15                 7                 0.63132           1.17690             9
 7           0.080            15                 9                 0.63369           1.18557            10
 7           0.080            20                 2                 0.62539           1.17935            13
 7           0.080            20                 3                 0.62397           1.17726            12
 7           0.080            20                 4                 0.62479           1.18195            11
 7           0.080            20                 5                 0.62471           1.17980            11
 7           0.080            20                 7                 0.62649           1.18312            10
 7           0.080            20                 9                 0.62517           1.17929            11
 7           0.100            10                 2                 0.66350           1.14600            12
 7           0.100            10                 3                 0.66744           1.14961            10
 7           0.100            10                 4                 0.66760           1.15251            10
 7           0.100            10                 5                 0.66939           1.15792             9
 7           0.100            10                 7                 0.66761           1.15531             9
 7           0.100            10                 9                 0.66467           1.14593             9
 7           0.100            15                 2                 0.65575           1.14856            13
 7           0.100            15                 3                 0.65621           1.15242            11
 7           0.100            15                 4                 0.65976           1.16359            10
 7           0.100            15                 5                 0.65516           1.15132            10
 7           0.100            15                 7                 0.65300           1.14570            10
 7           0.100            15                 9                 0.65316           1.14218            10
 7           0.100            20                 2                 0.65022           1.15097            14
 7           0.100            20                 3                 0.64925           1.14782            12
 7           0.100            20                 4                 0.64925           1.14599            11
 7           0.100            20                 5                 0.64958           1.14843            10
 7           0.100            20                 7                 0.64986           1.14851            10
 7           0.100            20                 9                 0.64873           1.14761            10
 7           0.200            10                 2                 0.78553           1.06924            12
 7           0.200            10                 3                 0.78641           1.07847            10
 7           0.200            10                 4                 0.78837           1.08323            10
 7           0.200            10                 5                 0.79101           1.09088             9
 7           0.200            10                 7                 0.78542           1.06889             9
 7           0.200            10                 9                 0.78858           1.08436             9
 7           0.200            15                 2                 0.78346           1.08812            13
 7           0.200            15                 3                 0.77947           1.07448            11
 7           0.200            15                 4                 0.77935           1.07501            10
 7           0.200            15                 5                 0.78029           1.07695            10
 7           0.200            15                 7                 0.77949           1.07468            10
 7           0.200            15                 9                 0.78030           1.07782            10
 7           0.200            20                 2                 0.77535           1.07051            14
 7           0.200            20                 3                 0.77576           1.07221            12
 7           0.200            20                 4                 0.77595           1.07296            11
 7           0.200            20                 5                 0.77545           1.07130            11
 7           0.200            20                 7                 0.77553           1.07452            10
 7           0.200            20                 9                 0.77614           1.07361            10
 7           0.400            10                 2                 0.99197           1.09558            12
 7           0.400            10                 3                 0.99254           1.10268            10
 7           0.400            10                 4                 0.99161           1.09374            10
 7           0.400            10                 5                 0.99193           1.10015             9
 7           0.400            10                 7                 0.99169           1.09614             9
 7           0.400            10                 9                 0.99179           1.09524             9
 7           0.400            15                 2                 0.99074           1.08822            13
 7           0.400            15                 3                 0.99001           1.08880            11
 7           0.400            15                 4                 0.98985           1.09026            10
 7           0.400            15                 5                 0.99001           1.08822            10
 7           0.400            15                 7                 0.99047           1.08939            10
 7           0.400            15                 9                 0.99089           1.08725             9
 7           0.400            20                 2                 0.98976           1.08633            14
 7           0.400            20                 3                 0.98941           1.08795            12
 7           0.400            20                 4                 0.98962           1.08659            11
 7           0.400            20                 5                 0.98978           1.08689            10
 7           0.400            20                 7                 0.98969           1.08726            10
 7           0.400            20                 9                 0.98989           1.08613            11
 7           0.800            10                 2                 1.23774           1.29559            12
 7           0.800            10                 3                 1.23443           1.28855            10
 7           0.800            10                 4                 1.23685           1.29406             9
 7           0.800            10                 5                 1.23733           1.29380             9
 7           0.800            10                 7                 1.24616           1.31000             9
 7           0.800            10                 9                 1.23402           1.28806             9
 7           0.800            15                 2                 1.23102           1.28248            13
 7           0.800            15                 3                 1.23297           1.28578            11
 7           0.800            15                 4                 1.23082           1.28205            10
 7           0.800            15                 5                 1.23117           1.28287            10
 7           0.800            15                 7                 1.23242           1.28504            10
 7           0.800            15                 9                 1.23305           1.28573            10
 7           0.800            20                 2                 1.23067           1.28154            13
 7           0.800            20                 3                 1.23098           1.28208            12
 7           0.800            20                 4                 1.22982           1.27984            11
 7           0.800            20                 5                 1.23158           1.28310            10
 7           0.800            20                 7                 1.23044           1.28098            10
 7           0.800            20                 9                 1.23026           1.28072            10
